remove_http
 Eh tau-tau dianya lulus tahun ini.
 Emang geh kak   the best tau ajjah perasaan saya. 😁
 Emang si paling bener😂
 Emng sii
 Enggak bisa bareng tak masalah asal kan TDK ada nostalgia
" Enggak juga, tapi aku suka baca buku fiersa besari😆"
" Entah aku bisa memiliki mu atau tidak diakhir nanti,tapi aku bahagia bisa mencintai seseorang setulus ini."
 Entah lah jadi ayang atau arang bang wkwkwk
 Fiersa Besari
" Fiersa Besari - Pengecut
SNSD - Forever 

[]"
 Fiersa Besari - Waktu yg Salah
 Fiersa besari - Waktu yang salah
 Fiersa besari - temaram
" Fine Today - Ardhito Pramono
Garis Terdepan - Fiersa Besari
Little Things - D
Old Love - Yuji, Putri
Best Part - Daniel Caesar"
" Gapapa deh kalo dia bukan jodohku, asal si merah ini jangan sampe lolos 😭😭😭 https://t.co/bqBPUcG"
 Gausah maksa 😂
 Geura kulem a
 Gue malah balas..... Ya jelas enak dong. Emang hidup loe isinya ngeluh Mulu dan merasa menderita 🤣🤣😝😀
 HAHA
 Ha ha ha
 Haha lucu bro serius lucu bangt kok😇
 Haha. Nangis
 Hahaha
 Hahaha ahh suka bener nih
" Hahaha sabar bung, kalau jodoh pasti bertemu meskipun sejauh mata ataupun berbeda perasaan. Ingat lagu sahabat jadi cinta haha"
 Hahaha tau ajah
 Hahahaha hhhmmm bolehlah
 Hahahah🤣😭relate bangett
" Hal yang pertama dilakukan bayi adalah menangis, baru berbulan bulan setelahnya, bayi belajar tertawa. Prosesnya berulang sampai kita dewasa. Kembali menangis kembali belajar tertawa.
- Fiersa Besari -"
 Hallo ka
 Hanya bisa tertawa
 Haruka JKT 😁
 Harus sadar diri https://t.co/uUUFUSpmY
" Harusnya aku sadar,bukan sabar"
 Hehe maaf atuh nya
 Hmm bener
" Hmm lalian
⬇⬇⬇
https://t.co/DpwMXDgvOf https://t.co/VyFGTVuS"
 Hmmm
 Hooh Tenan 🗿
 Hufggg
 Huhu
 Huhuuy
 Hwaaaa overthinking kan jadinya
 Ijin remedialll ya Tuhan 🙏😇😇😇
" Ikut remedial juga boleh gk kak,"
" Iya deh gpp,yg penting ama dia wk"
" Iya dicoba aja 

Beli Hells buat kondangannya dsini 👇
https://t.co/WGzWClGkO https://t.co/FxaUVoC"
" Iya keep sebagai sahabat, tetapi kalau gak dapat yg lebih hebat, boleh dipertimbangkan untuk menjadi kerabat."
 Jangan baper kalo dah tau apa yg harus di siap kan keteguhan hati/Ucapan Alhamdulillah
" Jangan biarkan semesta bekerja, karena loe bukan raja"
 Jangan lupaa makan banh
 Janji bakal remidi
 Janji nyoba lagi
" Jika dia jodohku maka dekatkanlah denganku, jika dia bukan jodohku ambilah dia tuhan"
 Jin apaa tuyul?
 Jin kuprettt wkk
 Jinnya lagi masuk angin
 Jleb syekaaaliii 🥲
" Jodohhkan sa dn diaaa Tuham , sa mau diaa skali"
" Jodohin kek ya Tuhaaan, masa remedial lagi🥺"
 Kadang kebenaran itu terlalu menyakitkan untuk di terima
 Kadang meme yang biasa aja malah bikin ngakak brutal https://t.co/DKoPndDiI
 Kadang setelah ketemu juga ga sejalan
 Kalau bisa jangan sampe deh 😭 https://t.co/zlWFxXUn
" Kalau dia bukan jodohku, aku remedial detik itu juga deh"
" Kalau dia jodoh orang, saya juga orang ya Allah"
" Kalau dia jodohku dekatkanlah,, jika dia tidak jodohku jodohkanlah,, biar dia dekat dengan Ku Dan menjadi jodohku

😊"
" Kalau dia jodohku, dekatkanlah. Tapi, kalau dia bukan jodohku, tolong jodohkanlah. . . 🤭"
" Kalau ga bertahan, gimana bisa ngasih kebagian kecil ke orang tua bang ;v"
 Kalau remedial lagi gmna 😂
" Kalian pernah ngerasain ga sih kalo cowok kalian kirim emot 🥰 ini ke cewek lain, gimana rasanya?!"
" Kalo dia bukan jodohku, otomatis dia jodoh orang lain kan kalo bisa dia ga usah ketemu jodohnya masukin aja ke karung jodohnya habis itu gelindingin ke jurang biar dia ga ada jodoh"
" Kalo dia bukan jodohku,tolong di cek lagi 🤣"
" Kalo ga jodoh minimal jodohin, hehe 🙏🏻"
 Kalo gak sesuai harapan hapus aja 😂 mudah²an yg keluar nama fiersa besari gituu kan wkwk
 Kalo tahun depan KKM nya makin tinggi bang
 Kamu adalah topik percakapan panjang yang tidak pernah ingin aku sudahi. Aku adalah jawaban singkat yang selalu menutup percakapan kita.
" Kamu adlh kolam chet yg ku pribadikan ,aku kolam chet yg kamu arsip kan"
 Kamu hanya huntara bukan huntap 😭
 Kamu kesungguhan aku persinggahan
 Kamu terlalu hebat hingga aku di jadi kan tempat sandaran
" Kan aku punya cewe lagi LDR cuman komunikasi nya blom terlalu lancar, karna ada problem and katanya, komunikasi nya bakal di perbaiki pas sudh dia selesai pelatihan, cuman takutnya aku pernah di selingkuhin takut terulang lagi sih"
" Kasihan bang,, masih lugu dan polos malah di nodai https://t.co/WuzAdPlfKY"
" Kata fiersa besari pencapaian itu ga melulu tentang sukses, kamu bisa bertahan sampe sekarang itu juga sebuah pencapaian."
 Kata temenku hidup tak semudah cocote fiersa besari
 Kaya ulangan ajaa du remedial
" Kecewanya minta ampun dah 
Udh gak mau nerima tp masih perlu yg y"
 Keduaaaaaa dong asiiik liat bung fiersa lagi 
 Kek yakin lu hidup sampai besok apalagi tahun depan
 Kelaaaazzz.....bek....bek..bek.. hahahahah
 Kenapa ga besok aja hadehhh
" Kirain hati sudah pulih ,ternyata pikiran TDK bisa melupai"
 Kisah semu-Fiersa besari
 Kitanya mau remedial tapi dianya dah gamau buka remedial an wkwk
 Kk
 Klo taun depan keburu sama yg lain dianya
 Ko ngakak🤣
 Kok gtt
" Konsepnya tuh maksa dikit, ya.. 😸"
 Ku kira kisanya ternyata kisah ku 🙃
" Kurang lebih, seperti ini kalo dia jodohku Separuhsurgaku https://t.co/bABSTGvl"
 Lague fiersa besari
" Lah.
Astagfirullah.😭🤣"
 Laha temen gue di gosok gosok keluar dede bayi
 Lama amat bang tahun depan 😁
 Lama bangett ga si
" Lampor😭,nontonya bikin parno  hati"
 Langsung licin dipake maen game tanpa make tepung bnjir
 Lebih memilih bertahan karena sudah terlalu jauh dan malu sama orang tua
 Lemah!!!
 Liriknya astaghfirullah...
 Maap.... Kamu ga sederajat🤭
 Makan tuh galau 😂 https://t.co/xJRZrUMHX
 Maksa
 Maksa banget ini mah🤣
 Maksa wkwkwk
 Mana bisa gituu 😭 https://t.co/lReddp
" Mang kalau kita terus berjuang untuk dapetin si dia walaupun tau dia gak mungkin di miliki itu gakpapa kan?
Please respond 🙏"
 Mantap
" Mas, sampean la mpun rabi to"
" Masa remedi terus,  bang."
 Masih bung ☝🏻. 'Brpa kalipun pepet wanita tuk singgah tetap foto ibu bapak di dompet bikin hati sumringah'..
" Masih mending keluar jin, lah saya yg keluar malah tulisan ""maaf anda kurang beruntung"""
" Mau dikuatkan sampe mana?
Sampa dipanggil lagi sama tuhan"
 Mau nambah satu lagi bung?
 Memaksa untuk memiliki :v
" Memang yang menyebalkan itu ketika sudah merasa nyaman, lalu membangun tinggi sebuah harapan, lalu baru sadar kalau dia cuma ingin menjadi teman"
 Mendingan keluar Orbit sama IndiHome ya bg InternetnyaIndonesia AktivitasTanpaBatas https://t.co/PQKbLjhK
" Mengeluh bukan berarti tidak bersyukur, Mengeluh hanya menandakan kita manusia. - Fiersa Besari"
 Mengsadih
 Meski pernah jd alesan buat sebats
" Misi..

Bagi yang mau joki matematika (SD, SMP, SMA, Kuliah) lansung chat ya.,

Joki cerpen juga boleh.."
 Mlendung ga habis gosok
 Mo berapa tahun remedial kak 😂
 Mpik
 Mungkin pamungkas kebelt gara² cewenya lagi haid wkwk
 NT bung
 Nanti belajar dlu biar ga remedial lgi https://t.co/tsoCSMOO
" Nek jere lagune Fiersa Besari ya,  ""hidup sudah sulit, tak usah lagi kau buaatt ruummiiitttt"" 🎶🎤"
 Ngalon ngakak Alone
 Ngapa ga buka camfrog dulu dah sebelum konser
 Ngapa loh ngala
 Nice
 Nonton one piece ga om
 Nyesek
 Nyesek bgt kayak diriku hari ini
 Oh maksudnya mengulang dia bukan jodoh mu gt ya bang??
 Ok
" Orang orang pada sibuk galauan 
Lah gua lagi mikir besok omset berapa yaa takut mines 
Oh iya ya berusaha lagi
Kerja lagi
Biar bisa beli lamborghini
Abistu ke jakarta ngajak ngopi "
 Orang sudah serumah bang ngapain mengabari lagi hahha
 PARAH BGT YAK
 Paan sih..
" Padahal sesimpel aku tau jelekmu kmu tau jelekku, aku tau kurangnya keluargamu kmu tau kurangnya keluargaku dan masih tetep bertahan, bahagia sesimpel itu"
 Pake joki boleh gak si tuhan biar gak harus remedial 😭😭
 Panggil aku fiersa besari
 Pas bngeeet
 Pcc
 Pedihhhhh
 Pemaksaan yg bagusss
 Pengen dia banget loh
 Perlu bedak gatel kyknya yaa biar ga gosok” di panggung
 Please ga mau yg ngulang ngulang suatu problem lagi dehh capeee
 Plzz bisanya baca ini di jam-jam waktu Indonesia bagian overthinking kayak sekarang dah wkkwkwk.
 Pokoknya harus dia loh Tuhan..
 Prenjooon
 Puncak komedi bgt https://t.co/dlEmhPhO
 Rada rada maksa yaa😭
 Remed yg pnting jdohnya dia
 Remedi tiap tahun wkwk
 Remedial Mulu gue perasaan 🥲
 Remedial lagi
" Remedial nya kelamaan kalau tahun depan,
Keburu nikah sama orang lain!

Di remedial in aja tiap hari berdoa terus 
Aku percaya kalau kekuatan doa yg di panjatkan setiap hari dan berulang-ulang bakal ngerubah semuanya.

Aamiin"
 Remedial sampai dapat
 Remedial terus sampe dapet ya gak sehhh
 Remedialnya kelamaan😭
 Remidial lg taun dpn😂🙏🏻 
 Remidial mulu cape tauuu
 Remidial trs dong😭
 Runtuh - feby putri dan fiersa besari
 Runtuh by Feby Putri and  https://t.co/vCzxGj
 Runtuh-fiersa besari
" ST      :  DP / JAM
LT.      : , DP  /  JAM
VCS.  :  / JAM
ST+ PIJIT:   DP /  JAM
Fullservis"
 Sad
 Sad banget 😂😂
" Sad, but true"
 Sahabat Indomaret
 Sahabat SMP saya sudah login surga duluan pahadal berangkat sekolah bareng pulang sekolah bareng les bareng. Dan saya hanya bertanya kepada  yang Tuhan yang Maha Esa kapan bisa login surganya. Setelah dia tak ada. Rasanya sepi gak ada sahabat yang selalu mendengarkan cerita lagi.
 Saling sapa nya via virtual kali yah ..
 Sama bung hehe... https://t.co/lJaUZHS
 Sama gua bisa berlangganan netflix hanya k sebulan dapat kuota max gb... fyi gua sales telkomsel hehe
 Sampai kapan pun kmu tetap menjadi yg spesial di hati namun tidak dgn diriku yg hanya kau anggap serpihan kaca yg berserakan
" Sangat lieur,anyinggg bangetttt"
" Satru  - Denny caknan
Dan - So
Runtuh - Feby Putri
So far away - ax
Pelukku untuk pelikmu - fiersa Besari"
 Seberes trauma bukan nya tambah baik malah takut memulai hal baru
 Sedih amat
 Selamat debut di galeri ku ka https://t.co/baPdDVj
 Semakin hari semakin sadar bahwa q salah karna membalas pesan yg kau kirim dg jari tpi q malah membalasnya dg hati
 Semoga berjodoh yaa yank🙏🙏 https://t.co/QWuvljBN
 Seperti sbm
 Serasa pengen tak tangisi ae
 Sesederhana itu dia menganggapku dan se spesial itu aku menganggapnya.
 Setiap Hari Selalu ingat bahwa ada yang lebih unggul dari kita
 Setiap hari diingatkan bahwa harus pintar menilai teman https://t.co/IFKRTLnZ
" Setiap hari mengingatkan diri sendiri untuk tahu diri. Agar tidak lupa bahwa kita sudah asing kembali, hah rasanya kmren seru bgt yaa."
" Setiap hari mengingatkan diri sendiri, untuk sadar diri. Agar tidak lupa mencintai diri sendiri, karena mencintai kamu yang aku dapat, luka."
" Setiap sebelum tidur slalu introfeksi diri, supaya bsk bisa lebih baik dari hari ini https://t.co/FQwdZWnXH"
" Sex blu
Film"
" Sia - Courage To Change
Bruno Mars - Just The Way You Are
The Beatles - Let It Be
Alessia Cara - Scars To Your Beautiful
Yuni Shara - Lilin Kecil
Once Mekel - Simponi Yang Indah
Fiersa Besari - Samar/Pelukku Untuk Pelikmu 
Bondan ft Fade to Black - Ya Sudahlah"
" Sialan, singkat tapi menglelah"
" Singkat, padat, dan anying lah"
 Sipp
 Slalu mengingatkan diri sendiri jangan terlalu berharap lebih karena dia hanya menganggap teman
" Solusi berpisah sakit, tpi bersama terluka bang?:)"
 Spilll . pada dapet apa aja guys
 Suka lupa diri. Tumann!!! https://t.co/RASifGzR
 Sumpa cuman pengen bisa tidur tanpa ovt
" TUHAN, akan selalu bersama kita, Kita seperti ini karena pilihan Tuhan, Tuhan, tau mana umat/ anaknya yang bnr bnr ikhlas ngejalanin, dan Tuhan, memilih kita, kerana, Tuhan, tau, kalau kita ikhlas dan mampu ngejalanin yang kita hadapai sekarang."
 Tahu diri ckup dgn tdk galer saat manggung 😬😬😬
 Tahu diri dan menyadari dari kalo dia sudah bersamanya walau masih ingin bersamaku untuk sekedar menemani hari
 Tahun depan aku remedial ke korsel deh sapa tau dapet oppa² macam jesse choi wkaka
 Tamabahin anjayy
" Tanpa status pun aku masih memperhatikan mu,apalagi kalo ada status mungkin aku bakal sayang banget sama kamu"
" Tapi gue gak munafik, mau nya bareng"
 Tapi harus naik gunung turunin lembah dulu bung
" Tapikan aku yg selalu ada di saat dia sedang kelelahan,"
 Tau diri itu harus ygy
 Tau diri tau diri
 Telat kalo dia udh punya yang baru awokAwok
 Temaram - Fiersa besari
" Temenan elit
Jadian syulitt"
" Tenang, jodoh bisa diatur guys..
Ikhtiar sambil ajak nonton naik ini aja biar hatinya luluh😭❤

Punten, permisi ngelapak Mas Fiersa🙏🏻 https://t.co/spzBlGT"
 Terjebak di friend zone tu emang capek banget sih
 Terkadang keinginan untuk bersama sangat besar tetapi keadaan yang membuat semua semakin kecil dan menjadi hilang
 Terkadang org di enakin malah keenakan sampe gatau diri
" Terlalu hebat seperti wonder women,dan sadar diri kalo saya hanya ultramen yg gampang flu 😁"
" Terlepas aku cuma di anggap sahabat, tapi aku siap menyayangimu dengan hebat!!!"
 Ternyata fiersa besari 
 Terus aja kalo ga tahun depan ya tahun depannya lagi🤭🤭
" The monophones - Rain of July
Fiersa Besari - April
Slank - Anyer  Maret
Tommy J pissa - Januari Biru"
 The title is u come home late hehe
 This ini problem kehidupan kawula muda masa kini
 Tiap hari mengingatkan diri sendiri bahwa sadar diri lebih bari dari pada sabar diri :)
 Tiap tahun remed juga gapapa sampai dapet 🥲
 Tidak di respon ya pergi ngab wkwkw
 True
 Tuhan jadikan dia jodohku 🥲 InternetnyaIndonesia AktivitasTanpaBatas https://t.co/mgcPiTrKe
" Tuhan jika dia buka  jodoh ku, maka jodoh kan lah dia ama teman ku😂😂"
