datetime,username,content,id,sentiment,annotator,annotation_id,created_at,updated_at,lead_time
2022-11-01 03:20:26+00:00,convomfs,"💭 is it okay if 17 y.o girl (me) have a crush on 27 y.o man?? this feeling juts comes right away and i can't control it, if that's not ok, what should i do?? salty in aja gapapa kalo emang ini nyeleneh...",7003,N,1,8002,2022-11-01T08:35:43.454134Z,2022-11-01T08:35:43.454134Z,5.254
2022-10-30 08:50:05+00:00,convomfs,💭 Hari ini panas banget🥵,8000,N,1,8001,2022-11-01T08:35:03.022774Z,2022-11-01T08:35:03.022774Z,1.598
2022-10-30 08:50:06+00:00,convomfs,"🤍 maaf ngeluhhhh terus soal relationship, makin kesini komunikasi kita makin jelek banget, aku berusaha reach up terus, ngalah sama perasaanku sendiri terus. dia semakin jauh, i really love him, i don't want him go but .... susah banget minta waktu dia sedikit aja buat (cont) https://t.co/C0LlHBETTJ",7999,N,1,8000,2022-11-01T08:35:00.998114Z,2022-11-01T08:35:00.998114Z,2.228
2022-10-30 08:50:07+00:00,convomfs,"aku sekarang 🥲 itu aja dia baru bales dari pagi aku spamming, semalem juga gitu baru dibales pagi, telfonpun gamau angkat. balesnya setelah aku dm dari ig karena last seen ignya 7 menit yang lalu, aku salah ya dia jadi kaya marah gitu?? 🥲 mau nangissss",7998,N,1,7999,2022-11-01T08:34:58.405845Z,2022-11-01T08:34:58.405845Z,12.935
2022-10-30 08:55:02+00:00,convomfs,"💭 rekomendasiin film di netflixx yang manis tapi ga too much kaya ini donggg, makasii https://t.co/zj6WiWsSb7",7997,O,1,7998,2022-11-01T08:34:45.052633Z,2022-11-01T08:34:45.052633Z,1.11
2022-10-30 08:55:08+00:00,convomfs,"🤍 eh kalian udah baca ini belum? PLIS TAKUT BANGETTT FAKKK ARGHHH😭 ibuknya jugaaa ya Allah:"") https://t.co/KMxvbqkGxB",7996,O,1,7997,2022-11-01T08:34:43.517604Z,2022-11-01T08:34:43.517604Z,5.137
2022-10-30 09:00:03+00:00,convomfs,💭 mending beli banyak buku tapi belum punya rak buku atau beli rak buku tapi buku nya dikit?,7995,C,1,7996,2022-11-01T08:34:38.004583Z,2022-11-01T08:34:38.004583Z,19.517
2022-10-30 09:00:04+00:00,convomfs,💭  ayo drop lagu vibes kena sinar matahari hangat gitu ...,7994,O,1,7995,2022-11-01T08:34:18.108652Z,2022-11-01T08:34:18.108652Z,1.266
2022-10-30 09:05:02+00:00,convomfs,"🤍 hai mau tanya dong, kalian liat jadwal event anime gitu darimana ya? sekalian cantumin akun ya huhu, thanks in advance",7993,O,1,7994,2022-11-01T08:34:16.499629Z,2022-11-01T08:34:16.499629Z,2.403
2022-10-30 09:05:04+00:00,convomfs,"🤍 bener nih, apalagi kalo ada yang ngechat cuma ""P"" doang mana nyepam lagi, ga pernah aku bales https://t.co/JsLxcIc8Jy",7992,A,1,7993,2022-11-01T08:34:13.632365Z,2022-11-01T08:34:13.632365Z,4.766
2022-10-30 09:10:11+00:00,convomfs,"🤍 Awalnya diajak split bill tapi gamau, pas balik malah ditagih wkwkwk 
Maaf balesan aku kasar🙏 https://t.co/FmV6gPYB0W",7991,N,1,7992,2022-11-01T08:34:08.478682Z,2022-11-01T08:34:08.478682Z,6.369
2022-10-30 09:10:52+00:00,convomfs,"Cara biar nangis gimana help, udh mau nangis tapi rasanya air mata ketahan ga mau keluar. Atau saranin lagu indo yang bener2 bikin nangisss 💭",7990,O,1,7991,2022-11-01T08:33:52.063671Z,2022-11-01T08:33:58.385784Z,9.914
2022-10-30 09:15:01+00:00,convomfs,km pikir dgn km menghasut org lain buat ikut benci sm aku itu kren khh kidss??😱😱😝😝😝😆😆😆😁😁😁 💭,7989,N,1,7990,2022-11-01T08:33:45.863596Z,2022-11-01T08:33:45.863596Z,11.381
2022-10-30 09:15:04+00:00,convomfs,"💭 kalian kalo jadi sender gimana? thank u

- titipan https://t.co/Nc0WdHJ2Fr",7988,O,1,7989,2022-11-01T08:33:34.062928Z,2022-11-01T08:33:34.062928Z,2.846
2022-10-30 09:20:03+00:00,convomfs,🤍 unlabeled and rant let's be moots,7987,N,1,7988,2022-11-01T08:33:30.792000Z,2022-11-01T08:33:30.792000Z,4.027
2022-10-30 09:20:04+00:00,convomfs,💭 goals kalian di bulan November?!,7986,O,1,7987,2022-11-01T08:33:26.364625Z,2022-11-01T08:33:26.364625Z,1.847
2022-10-30 09:20:08+00:00,convomfs,"💭 antara dua ini mana yang cocok ditonton berdua sama pacar?

atau ada saran movie yang agak romance, manis tapi ga too much terus lucu gituu? makasiii https://t.co/ltnfOMZ1PV",7985,C,1,7986,2022-11-01T08:33:24.118692Z,2022-11-01T08:33:24.118692Z,7.027
2022-10-30 09:25:10+00:00,convomfs,"🤍 Zootopia+ guyss🥹
https://t.co/arbdiUXRwM",7984,O,1,7985,2022-11-01T08:33:16.717831Z,2022-11-01T08:33:16.717831Z,3.034
2022-10-30 09:25:14+00:00,convomfs,"🤍 how to say ""aku ga mau kehilanganmu"" without say that?",7983,N,1,7984,2022-11-01T08:33:13.340561Z,2022-11-01T08:33:13.340561Z,3.713
2022-10-30 09:30:01+00:00,convomfs,"🤍 akt 24 apakabarrrr???? Apakah udah mulai persiapan menghadapi utbk? Kalo iya, belajarnya tps aja atau tka juga? Bingung bgt sama kebijakan yg baru 😔😔😔",7982,O,1,7983,2022-11-01T08:33:09.258347Z,2022-11-01T08:33:09.258347Z,4.408
2022-10-30 09:30:05+00:00,convomfs,💭 choose your fighter https://t.co/LWX44xqNMO,7981,O,1,7982,2022-11-01T08:33:04.465346Z,2022-11-01T08:33:04.465346Z,1.236
2022-10-30 09:30:07+00:00,convomfs,🤍 guyss asdfghjkl aku wa an pertama kali nya sama crush omggg eidgeihdiehdie seneng bgttt tolonginnnn. walaupun aku disini agak bego yh gapapa seneng bgt plis akhirnya bisa ngobrol 😭😃🙏🏻 https://t.co/CXYw3uCFNj,7980,O,1,7981,2022-11-01T08:33:02.802948Z,2022-11-01T08:33:02.802948Z,3.786
2022-10-30 09:35:01+00:00,convomfs,"guys kan kalo spotify banyak game gitu ya kayak receiptify dll, kalo apple music ada ngga ya?? 💭",7979,O,1,7980,2022-11-01T08:32:58.590657Z,2022-11-01T08:32:58.590657Z,3.575
2022-10-30 09:35:02+00:00,convomfs,"💭 guys kalian yang di rumahnya pake AC, tolong saranin AC yang awet dong. Sender ada rencana pengin beli AC
Tia✨",7978,O,1,7979,2022-11-01T08:32:54.658091Z,2022-11-01T08:32:54.658091Z,5.12
2022-10-30 09:35:02+00:00,convomfs,💭 kasih tau film di N yang must watch dong,7977,O,1,7978,2022-11-01T08:32:49.257004Z,2022-11-01T08:32:49.257004Z,2.06
2022-10-30 09:40:03+00:00,convomfs,"saran kado ultah buat ayah dong. benda atau makanan boleh, tapi jangan yang manis2. tia! 🤍",7976,C,1,7977,2022-11-01T08:32:39.593006Z,2022-11-01T08:32:43.528996Z,7.628
2022-10-30 09:40:11+00:00,convomfs,🤍 HELP ADA YANG PAHAM GA? https://t.co/Ge8ca7E1M4,7975,O,1,7976,2022-11-01T08:32:32.294700Z,2022-11-01T08:32:32.294700Z,1.179
2022-10-30 09:45:08+00:00,convomfs,"💭 💭 aku kudu gimana, tolong sarannya😔 pengen move on tp susah https://t.co/WlBlr95X71",7974,O,1,7975,2022-11-01T08:32:30.751437Z,2022-11-01T08:32:30.751437Z,2.733
2022-10-30 09:45:23+00:00,convomfs,🤍 saran film dong,7973,O,1,7974,2022-11-01T08:32:27.633982Z,2022-11-01T08:32:27.633982Z,1.128
2022-10-30 09:50:00+00:00,convomfs,🤍 kucing kalo ndusel ndusel ke kaki atau tangan kita kenapa ya? Bukan apa apa aku geli-an org nya😭,7972,O,1,7973,2022-11-01T08:32:26.117080Z,2022-11-01T08:32:26.117080Z,3.499
2022-10-30 09:50:02+00:00,convomfs,🤍 ultah beli kue + kado buat diri sendiri yay/nay?,7971,O,1,7972,2022-11-01T08:32:22.205596Z,2022-11-01T08:32:22.205596Z,3.194
2022-10-30 09:50:03+00:00,convomfs,💭 saranin nama kelas 11 ips 1 dong fwends! 🤩,7970,O,1,7971,2022-11-01T08:32:18.604585Z,2022-11-01T08:32:18.604585Z,1.601
2022-10-30 09:55:02+00:00,convomfs,🤍 rant acc mutualan yuu? aku baru pindah akunn 🤍,7969,O,1,7970,2022-11-01T08:32:16.579949Z,2022-11-01T08:32:16.579949Z,2.275
2022-10-30 09:55:05+00:00,convomfs,💭 orang-orang di bumi pada jahat-jahat ya...,7968,N,1,7969,2022-11-01T08:32:13.901302Z,2022-11-01T08:32:13.901302Z,2.468
2022-10-30 09:55:06+00:00,convomfs,💭 ges kalian namain kontak crush or bi ef apa nich,7967,O,1,7968,2022-11-01T08:32:11.124200Z,2022-11-01T08:32:11.124200Z,1.388
2022-10-30 09:55:06+00:00,convomfs,🤍 Guys Tarik tunai di ATM bri pakai debit mandiri kenak berapa ribu?,7966,O,1,7967,2022-11-01T08:32:09.471487Z,2022-11-01T08:32:09.471487Z,2.055
2022-10-30 10:00:09+00:00,convomfs,"💭 halo, aku cewe dan pengen cari temen cewe jugaaa yang rumahnya di daerah tangerang. kalo ada rep yaaa",7965,O,1,7966,2022-11-01T08:32:07.157735Z,2022-11-01T08:32:07.157735Z,3.756
2022-10-30 10:00:14+00:00,convomfs,🤍 kalian tau lord huron ga?,7964,O,1,7965,2022-11-01T08:32:03.034113Z,2022-11-01T08:32:03.034113Z,38.299
2022-10-30 10:05:02+00:00,convomfs,"💭 maaf kl oot🥲 tp mau nyari yg namanya diandra sm safitri (?) yg ntn konser txt di ice section blue sm pink kl gasalah dan kita foto bareng di shuttle dari st cisauk ke ice nya di tgl 12 sekitar jam set 11an,  fotonya  yg dari alat deteksi suhu gt (?), aku mau mnt (cont)",7963,O,1,7964,2022-11-01T08:31:24.347911Z,2022-11-01T08:31:24.347911Z,14.779
2022-10-30 10:05:02+00:00,convomfs,fotonya tp lupa ga mutwualan/minta kontak😭 kl ad yg tau nnti ku dm yah makasi banyak🥲,7962,O,1,7963,2022-11-01T08:31:09.195903Z,2022-11-01T08:31:09.195903Z,3.259
2022-10-30 10:05:06+00:00,convomfs,💭 wkwk ril [cry] https://t.co/wxRYaIpvqS,7961,N,1,7962,2022-11-01T08:31:05.535541Z,2022-11-01T08:31:05.535541Z,4.094
2022-10-30 10:10:01+00:00,convomfs,"🤍 pengen ngumpulin fans nya yungblud, say hi dongg 😍",7960,E,1,7961,2022-11-01T08:31:01.030855Z,2022-11-01T08:31:01.030855Z,7.517
2022-10-30 10:10:07+00:00,convomfs,🤍 gue gada pacar tapi ini berasa banget buset https://t.co/ABtxZO6DsJ,7959,N,1,7960,2022-11-01T08:30:53.074599Z,2022-11-01T08:30:53.074599Z,4.724
2022-10-30 10:15:03+00:00,convomfs,"🤍 halooo ada yang mau bantu like lomba foto kreatif kelas ku ga? penilaiannya berdasarkan jumlah like nih, nanti aku dm linknya 😺",7958,O,1,7959,2022-11-01T08:30:48.090439Z,2022-11-01T08:30:48.090439Z,3.144
2022-10-30 10:15:05+00:00,convomfs,🤍 saranin earphone bluetooth yg bagus dan awet dong.. Makasih ya 😺,7957,O,1,7958,2022-11-01T08:30:44.672866Z,2022-11-01T08:30:44.672866Z,2.935
2022-10-30 10:15:08+00:00,convomfs,"🤍 no salty ya gais, lofyu ol 😔🫶 https://t.co/sm8TXB5fig",7956,O,1,7957,2022-11-01T08:30:41.364415Z,2022-11-01T08:30:41.364415Z,0.891
2022-10-30 10:20:03+00:00,convomfs,"💭 ak ngantuk tp banyak tugas buat besok, jam segini enaknya tidur dulu baru nugas atau nugas dulu baru tidur ya? 🤔",7955,N,1,7956,2022-11-01T08:30:40.108319Z,2022-11-01T08:30:40.108319Z,6.035
2022-10-30 10:20:03+00:00,convomfs,💭 yg pernah 𝚋𝚎𝚕𝚒 charger type c buat hp oppo di sopi bisikin 𝚗𝚊𝚖𝚊 𝚝𝚘𝚔𝚘nya dong,7954,O,1,7955,2022-11-01T08:30:33.665126Z,2022-11-01T08:30:33.665126Z,3.168
2022-10-30 10:20:05+00:00,convomfs,hmccchhh gmn yhhhhhh 💭 https://t.co/uSopyww7zf,7953,N,1,7954,2022-11-01T08:30:30.102741Z,2022-11-01T08:30:30.102741Z,2.699
2022-10-30 10:25:07+00:00,convomfs,"🤍 ngertiii sekarang?? ngerti dongg, masa ga ngertiii?!?!! https://t.co/2hUT5e73Rp",7952,N,1,7953,2022-11-01T08:30:27.012887Z,2022-11-01T08:30:27.012887Z,3.405
2022-10-30 10:25:17+00:00,convomfs,"💭 sp yg pusink mikirin konsep buat confess doang? yh sy.

kayak bakal diterima sj, hufft 😔😔",7951,N,1,7952,2022-11-01T08:30:23.243821Z,2022-11-01T08:30:23.251821Z,5.119
2022-10-30 10:25:18+00:00,convomfs,"🤍 Kpop

coba sebutkan ke realistisan idol kalian?!🥲
sender duluan : https://t.co/D4V0S6qKmE",7950,O,1,7951,2022-11-01T08:30:17.737798Z,2022-11-01T08:30:17.737798Z,1.937
2022-10-30 10:30:02+00:00,convomfs,"🤍 cw // 18+, 21+, alkohol

mau tanya kalo beli alkohol di cafe, supermarket, sm g0f00d tuh beneran dimintain ktp?? btw sender dah ada ktp dan sm ortu dibolehin minum jg",7949,O,1,7950,2022-11-01T08:30:15.421933Z,2022-11-01T08:30:15.421933Z,3.76
2022-10-30 10:30:02+00:00,convomfs,🤍 siapa punya playlist yang cocok buat kasih ke mas crush :&lt;,7948,O,1,7949,2022-11-01T08:30:11.268299Z,2022-11-01T08:30:11.268299Z,2.193
2022-10-30 10:35:04+00:00,convomfs,💭 saran menu buat dimakan nanti malam dong!,7947,O,1,7948,2022-11-01T08:30:08.662891Z,2022-11-01T08:30:08.662891Z,2.67
2022-10-30 10:35:06+00:00,convomfs,🤍 sudahkah kalian mengucapkan happy international ex day ke mantan kalian itu,7946,O,1,7947,2022-11-01T08:30:05.578161Z,2022-11-01T08:30:05.578161Z,5.353
2022-10-30 10:40:05+00:00,convomfs,💭 cita cita kalian selain tentang profesi apa? kalo aku pengen punya rumah yang gede buat orang orang yang gapunya rumah terus di dalemnya ada beberapa ruangan khusus buat stray cats 😢,7945,O,1,7946,2022-11-01T08:29:59.833573Z,2022-11-01T08:29:59.833573Z,7.558
2022-10-30 10:40:09+00:00,convomfs,"💭 trauma gue ke tempat rame gak pake tas yang ada sletingnya, DOMPET GUE ILANGGGGGGG plis kalo warga jakarta liat ada dompet item jatoh isinya kartu pelajar, kartu perpustakaan, kartu golongan darah waktu jaman sd, sama foto gue &amp; foto jaehyun ukuran 3x4 hubungin gue (cont)",7944,N,1,7945,2022-11-01T08:29:51.129355Z,2022-11-01T08:29:51.129355Z,5.777
2022-10-30 10:40:10+00:00,convomfs,plizzz reply twit ini,7943,O,1,7944,2022-11-01T08:29:44.937898Z,2022-11-01T08:29:44.937898Z,1.019
2022-10-30 10:40:10+00:00,convomfs,"🤍 malam semua aku mau minta tolong like buat lomba gambarku dongg, nanti aku kabarin, terima kasii 🫶 https://t.co/HN0iAmGASn",7942,O,1,7943,2022-11-01T08:29:43.519720Z,2022-11-01T08:29:43.519720Z,5.015
2022-10-30 10:45:02+00:00,convomfs,🤍 jeda per step an skincare tuh berapa lama ya?,7941,O,1,7942,2022-11-01T08:29:38.076299Z,2022-11-01T08:29:38.076299Z,1.389
2022-10-30 10:45:03+00:00,convomfs,"🤍 ges no salty ya, kalo mau keliling UI tuh jalan kaki atau naik apa? 😭 sender penasaran",7940,O,1,7941,2022-11-01T08:29:36.294775Z,2022-11-01T08:29:36.294775Z,1.081
2022-10-30 10:50:03+00:00,convomfs,"🤍
BANTU PILIHIN DONG!
Mending ngecat kamar atau pasang wallpaper? dilihat dari segi budget dan keriwehan. thank u",7939,C,1,7940,2022-11-01T08:29:34.770425Z,2022-11-01T08:29:34.770425Z,7.55
2022-10-30 10:50:05+00:00,convomfs,"🤍 bang, pesen bubur ayam gak pake bubur ya ❤️",7938,O,1,7939,2022-11-01T08:29:26.757634Z,2022-11-01T08:29:26.757634Z,7.33
2022-10-30 10:50:06+00:00,convomfs,"💭 tanggapan kalian gimana? Umur 22thn tapi masih apa kata mama

^ titipan https://t.co/wV0BwtWO1c",7937,O,1,7938,2022-11-01T08:29:19.016143Z,2022-11-01T08:29:19.016143Z,1.106
2022-10-30 10:55:03+00:00,convomfs,💭 saran topik waktu call an sama crush donggg,7936,O,1,7937,2022-11-01T08:29:17.539394Z,2022-11-01T08:29:17.539394Z,0.94
2022-10-30 10:55:04+00:00,convomfs,"🤍 nanya dong. kalian kalo lagi ngetweet di rant nyambat gitu, suka ada mutual yang reply dibales ga? trus kalo dia ngereply kamu bales sejujurnya atau kaya “gapapa”? aku bingung soalnya:) aku ga berharap sambatanku di reply sama moots. tapi ga enak juga kalo ga dibales:)",7935,C,1,7936,2022-11-01T08:29:16.184875Z,2022-11-01T08:29:16.184875Z,12.925
2022-10-30 12:00:03+00:00,convomfs,Kucing kalo mau tidur ndusel ndusel kaya ngendus ngendus dulu itu kenapa sih? Normal kah? 💭,7934,O,1,7935,2022-11-01T08:29:02.900536Z,2022-11-01T08:29:02.900536Z,7.017
2022-10-30 12:00:08+00:00,convomfs,"aku mau foto aesthetic buat wallpaper boleh ga? bingung mau pake wallpaper apa 😭, makasih ya sebelumnya 🤍",7933,O,1,7934,2022-11-01T08:28:55.520046Z,2022-11-01T08:28:55.520046Z,1.783
2022-10-30 12:05:09+00:00,convomfs,💭  halo! aku lagi butuh responden kuesioner untuk tesisku. kriterianya mahasiswa yang pernah mengikuti demo atau aksi turun ke jalan (min. 1x). bagi yang bersedia bisa rep/like ya nanti aku dm ada reward buat yang beruntung! :D,7932,O,1,7933,2022-11-01T08:28:53.325768Z,2022-11-01T08:28:53.325768Z,1.143
2022-10-30 12:05:09+00:00,convomfs,💭 wkakakak adek gue ditanya nnti sma mw sekolah dimana malah jawab dimana aja yang penting lapangannya luas,7931,N,1,7932,2022-11-01T08:28:51.773689Z,2022-11-01T08:28:51.773689Z,2.756
2022-10-30 12:05:09+00:00,convomfs,💭 kok bisa ya telor ayam tp rasanya ga kaya ayam?? 🤔,7930,O,1,7931,2022-11-01T08:28:48.727391Z,2022-11-01T08:28:48.727391Z,2.262
2022-10-30 12:10:04+00:00,convomfs,💭 what's your dream job?,7929,O,1,7930,2022-11-01T08:28:46.190178Z,2022-11-01T08:28:46.190178Z,1.325
2022-10-30 12:10:05+00:00,convomfs,"💭 AYOOO KITA MUTUALAN IG, JANGAN LUPA FB YAAA",7928,O,1,7929,2022-11-01T08:28:40.784050Z,2022-11-01T08:28:43.584927Z,11.533
2022-10-30 12:10:06+00:00,convomfs,💭 rant &amp; unlabeled acc temenan sama aku yuk?,7927,O,1,7928,2022-11-01T08:28:29.699035Z,2022-11-01T08:28:29.699035Z,2.084
2022-10-30 12:10:11+00:00,convomfs,🤍 HELPPPPP BLITZ KAMERA HP SENDER GAK NYALA AAAAAAAAAAAA TAPI KALO SENTERNYA MAH NYALA udah coba hapus data kamera tp ttep gabisa 😥😥 gimana yah ni samsung a32 btw https://t.co/8AGt9lTDAQ,7926,O,1,7927,2022-11-01T08:28:27.214200Z,2022-11-01T08:28:27.214200Z,4.462
2022-10-30 12:15:02+00:00,convomfs,"💭 kau bisa patahkan hatiku, tapi tidak jiwa haluuu ku~",7925,N,1,7926,2022-11-01T08:28:22.382468Z,2022-11-01T08:28:22.382468Z,2.4
2022-10-30 12:15:05+00:00,convomfs,"💭 mutualan ig yuk gais, aku baru bikin akun, drop linknya yaa-!",7924,O,1,7925,2022-11-01T08:28:19.581441Z,2022-11-01T08:28:19.581441Z,0.979
2022-10-30 12:15:07+00:00,convomfs,"💭 halo, boleh minta tolong bantu like sama komen video tugasku diyoutube? terimakasih banyak sebelumnya!! nanti aku dm hehe",7923,O,1,7924,2022-11-01T08:28:18.264797Z,2022-11-01T08:28:18.264797Z,1.362
2022-10-30 12:15:10+00:00,convomfs,awokwokwokwokwok [stress] 🤍 https://t.co/lI1gcnJSKz,7922,N,1,7923,2022-11-01T08:28:16.513538Z,2022-11-01T08:28:16.513538Z,1.862
2022-10-30 12:20:08+00:00,convomfs,🤍 ada yang tau ngga ya ini font apa? makasihh https://t.co/hyZQdZYrhB,7921,O,1,7922,2022-11-01T08:28:14.217091Z,2022-11-01T08:28:14.217091Z,2.542
2022-10-30 12:20:14+00:00,convomfs,"💭 cw // 18+

guys tolong baca dan maaf jangan di salty ya🙏 kalau ada yg paham mohon penjelasannya https://t.co/5Jw8eviVuG",7920,O,1,7921,2022-11-01T08:28:11.241795Z,2022-11-01T08:28:11.241795Z,2.557
